SEAT,COUNTY,REGION,COUNTRY,AGE_UNDR_10,AGE_10_19,AGE_20_29,AGE_30_39,AGE_40_49,AGE_50_59,AGE_60_69,AGE_70_79,AGE_OVR_80,LEAVE,CHILDPOVERTY_2022,STUDENT,A,C3,B,C5,E,D7,D6,C4,WHITE,BLACK,ASIAN,OTHR_ETH,BUDDHIST,CHRISTIAN,HINDU,JEWISH,MUSLIM,ATHEIST,NOREPLY,OTHER_RLG,SIKH,TOT_2010,WIN_2010,TURNOUT_2010,CON_2010_PCT,LAB_2010_PCT,LIB_2010_PCT,GRN_2010_PCT,UKIP_2010_PCT,OTH_2010_PCT,DUP_2010_PCT,SF_2010_PCT,APNI_2010_PCT,SDLP_2010_PCT,UUP_2010_PCT,GRNIR_2010_PCT,SNP_2010_PCT,GRNSC_2010_PCT,PC_2010_PCT,BNP_2010_PCT,TOT_2015,WIN_2015,TURNOUT_2015,CON_2015_PCT,LAB_2015_PCT,LIB_2015_PCT,GRN_2015_PCT,UKIP_2015_PCT,OTH_2015_PCT,DUP_2015_PCT,SF_2015_PCT,APNI_2015_PCT,SDLP_2015_PCT,UUP_2015_PCT,GRNIR_2015_PCT,SNP_2015_PCT,GRNSC_2015_PCT,PC_2015_PCT,TOT_2017,WIN_2017,TURNOUT_2017,CON_2017_PCT,LAB_2017_PCT,LIB_2017_PCT,GRN_2017_PCT,UKIP_2017_PCT,OTH_2017_PCT,DUP_2017_PCT,SF_2017_PCT,APNI_2017_PCT,SDLP_2017_PCT,UUP_2017_PCT,GRNIR_2017_PCT,SNP_2017_PCT,GRNSC_2017_PCT,PC_2017_PCT,TOT_2019,WIN_2019,TURNOUT_2019,CON_2019_PCT,LAB_2019_PCT,LIB_2019_PCT,GRN_2019_PCT,BRX_2019_PCT,OTH_2019_PCT,DUP_2019_PCT,SF_2019_PCT,APNI_2019_PCT,SDLP_2019_PCT,UUP_2019_PCT,GRNIR_2019_PCT,SNP_2019_PCT,GRNSC_2019_PCT,PC_2019_PCT,MEDWAGE,UE_MAY_2010,UE_MAY_2015,UE_MAY_2017,UE_NOV_2019,UE_AUG_2023
Northampton South,NTH,EM,ENG,0.139,0.12,0.142,0.152,0.132,0.124,0.088,0.065,0.036,0.596,0.276,0.09559747,0.090399553,0.111726127,0.162786641,0.053711801,0.079736267,0.190671659,0.11005163,0.105318852,0.765246614,0.088807137,0.090604435,0.055341814,0.004399637,0.486038174,0.020781263,0.000814,0.069935503,0.34075655,0.065095903,0.006964531,0.005214038,38978,CON,0.618,0.408358561,0.254322951,0.194443019,0.009312946,0.04866848,0.084894043,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,-2.56555E-05,38884,CON,0.634,0.415672256,0.318125707,0.043025409,0.036081679,0.182954429,0.004140521,0,0,0,0,0,0,0,0,0,41034,CON,0.664,0.468660135,0.440415265,0.034239899,0.016961544,0.039723156,0,0,0,0,0,0,0,0,0,0,40835,CON,0.657,0.512158687,0.397134811,0.060781193,0.029925309,0,0,0,0,0,0,0,0,0,0,0,539,0.052926225,0.024830321,0.021015709,0.030575622,0.031415612
Norwich North,NFK,E,ENG,0.112,0.106,0.126,0.139,0.123,0.133,0.105,0.093,0.061,0.573,0.186,0.051311693,0.098419663,0.130880286,0.190560015,0.064027955,0.069873757,0.146184465,0.143307542,0.105434626,0.930084056,0.014367629,0.025216655,0.030331661,0.003855218,0.406828622,0.003692321,0.001259733,0.017690562,0.496095913,0.064137789,0.005549341,0.000891,42573,CON,0.657,0.405891058,0.314260212,0.182815399,0.029243887,0.044112466,0.006130646,-2.34891E-05,-2.34891E-05,-2.34891E-05,-2.34891E-05,-2.34891E-05,-2.34891E-05,-2.34891E-05,-2.34891E-05,-2.34891E-05,0.017546332,43592,CON,0.676,0.43705267,0.334671499,0.043448339,0.044480639,0.137318774,0.003028079,0,0,0,0,0,0,0,0,0,45895,CON,0.686,0.477176163,0.466129208,0.032247522,0.017038893,0,0.007408214,0,0,0,0,0,0,0,0,0,46285,CON,0.689,0.505498542,0.403132764,0.057534839,0.023290483,0,0.010543373,0,0,0,0,0,0,0,0,0,569,0.039246072,0.01701416,0.015942345,0.025842636,0.024652396
Norwich South,NFK,E,ENG,0.095,0.116,0.242,0.132,0.102,0.105,0.088,0.072,0.047,0.402,0.221,0.187267617,0.121005223,0.09297539,0.181004338,0.043809756,0.069825602,0.119378541,0.104539217,0.080194317,0.861168541,0.024941705,0.06291125,0.050978504,0.007675387,0.33782087,0.015171398,0.002577344,0.029360951,0.527656883,0.068927428,0.009393616,0.001416123,47551,LIB,0.646,0.229269626,0.287060209,0.293579525,0.149208219,0.024079409,0.002145065,-2.10301E-05,-2.10301E-05,-2.10301E-05,-2.10301E-05,-2.10301E-05,-2.10301E-05,-2.10301E-05,-2.10301E-05,-2.10301E-05,0.014657946,48463,LAB,0.647,0.234797681,0.3927326,0.136330809,0.139260879,0.09365908,0.003218951,0,0,0,0,0,0,0,0,0,51359,CON,0.692,0.305983372,0.609649721,0.055316498,0.02905041,0,0,0,0,0,0,0,0,0,0,0,51673,LAB,0.664,0.290403112,0.537340584,0.09242738,0.04778124,0.032047684,0,0,0,0,0,0,0,0,0,0,667,0.043697938,0.017530108,0.015726597,0.027983053,0.026856974
Nottingham East,NTT,EM,ENG,0.117,0.137,0.263,0.141,0.111,0.1,0.069,0.041,0.025,0.429,0.412,0.234978964,0.082732717,0.077860116,0.14159871,0.041338161,0.114449746,0.139365434,0.094959339,0.072716814,0.606390495,0.11371623,0.178234758,0.101658517,0.005903352,0.328458807,0.012820036,0.002826172,0.167655207,0.380835952,0.082358738,0.008720228,0.010421509,33112,LAB,0.564,0.23695337,0.453672385,0.24320488,0.028026093,0.034368205,0.003775066,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,-3.02005E-05,35209,LAB,0.582,0.207730978,0.545542333,0.041892698,0.098639552,0.099434804,0.006759635,0,0,0,0,0,0,0,0,0,39327,CON,0.637,0.21644163,0.714572685,0.025504107,0.017748621,0.020774531,0.004958426,0,0,0,0,0,0,0,0,0,40004,LAB,0.604,0.208529147,0.643310669,0.048845115,0.029572043,0.033571643,0.036171383,0,0,0,0,0,0,0,0,0,536,0.060668866,0.041226437,0.036754813,0.046082378,0.044682564
Nottingham North,NTT,EM,ENG,0.154,0.142,0.133,0.131,0.117,0.128,0.089,0.066,0.038,0.638,0.411,0.077669522,0.056731838,0.105146145,0.137147715,0.063806971,0.135094488,0.201333944,0.152252665,0.070816714,0.727415459,0.108786232,0.077334944,0.086463366,0.003401737,0.388482403,0.011121064,0.000745,0.061110496,0.45767454,0.060758245,0.005646078,0.011060678,34285,LAB,0.542,0.24815517,0.485518448,0.170599387,-2.91673E-05,0.039025813,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,-2.91673E-05,0.056701181,35343,LAB,0.536,0.210027445,0.545596016,0.023965142,0.030784031,0.185100303,0.004527063,0,0,0,0,0,0,0,0,0,38319,CON,0.573,0.310733579,0.601972912,0.017589186,0.014040032,0.055664292,0,0,0,0,0,0,0,0,0,0,35320,LAB,0.531,0.363731597,0.49085504,0.044790487,0.024575311,0.076047565,0,0,0,0,0,0,0,0,0,0,511,0.075749264,0.047420032,0.042954527,0.058832186,0.05659205
Nottingham South,NTT,EM,ENG,0.095,0.146,0.32,0.122,0.088,0.083,0.07,0.044,0.032,0.465,0.328,0.345144608,0.097632033,0.073518886,0.123660521,0.035010434,0.078045142,0.110081755,0.07815603,0.058750592,0.650614798,0.078565614,0.183017009,0.087802579,0.005989409,0.327909448,0.025011568,0.004841225,0.132246842,0.402404332,0.078856271,0.006546364,0.01619454,40789,LAB,0.605,0.329427051,0.372870137,0.230601388,0.015445341,0.023707372,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,-2.45164E-05,0.027948712,43465,LAB,0.63,0.316599563,0.476176234,0.03524675,0.053951455,0.112734384,0.005291614,0,0,0,0,0,0,0,0,0,48129,CON,0.676,0.308566561,0.623594922,0.032496,0.012424941,0.022917576,0,0,0,0,0,0,0,0,0,0,48134,LAB,0.606,0.291228653,0.55233307,0.081750945,0.032887356,0.041799975,0,0,0,0,0,0,0,0,0,0,577,0.037244066,0.022249501,0.020050638,0.026051479,0.025237718
Nuneaton,WAR,WM,ENG,0.126,0.112,0.118,0.134,0.123,0.143,0.108,0.089,0.043,0.647,0.198,0.05133184,0.097348768,0.125118247,0.186133931,0.065646004,0.085698282,0.17566592,0.130806572,0.082250436,0.876414772,0.017590415,0.077960718,0.028034095,0.006372756,0.481494884,0.016243492,0.000271,0.035351708,0.385220031,0.053243672,0.007036166,0.014765897,44646,CON,0.658,0.415177172,0.368834834,0.153339605,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,-2.23984E-05,0.06264839,45749,CON,0.672,0.455244923,0.348532208,0.017836455,0.028000612,0.143871997,0.006513804,0,0,0,0,0,0,0,0,0,46067,CON,0.666,0.515661971,0.412790067,0.019840667,0.016562832,0.035144463,0,0,0,0,0,0,0,0,0,0,45190,CON,0.643,0.606107546,0.315246736,0.041203806,0.037441912,0,0,0,0,0,0,0,0,0,0,0,589,0.043680266,0.020562976,0.018965841,0.033610875,0.033322005
Ochil and South Perthshire,SCT,SCT,SCT,0.098,0.115,0.103,0.105,0.123,0.162,0.133,0.106,0.056,0.392,0.195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50469,LAB,0.672,0.20491787,0.379064376,0.114010581,-1.98141E-05,0.013651945,-1.98141E-05,-1.98141E-05,-1.98141E-05,-1.98141E-05,-1.98141E-05,-1.98141E-05,-1.98141E-05,0.276288415,0.012066813,-1.98141E-05,-1.98141E-05,57871,SNP,0.748,0.207133106,0.284287467,0.025591402,0,0.02299943,0,0,0,0,0,0,0,0.459988595,0,0,54168,CON,0.706,0.414802097,0.200247379,0.032159208,0,0,0,0,0,0,0,0,0,0.352791316,0,0,57813,SNP,0.734,0.387179354,0.08581115,0.055420061,0,0,0.00660751,0,0,0,0,0,0,0.464981924,0,0,687,0.033024217,0.016977662,0.018658409,0.026979901,0.026326032
Ogmore,MGM,WLS,WLS,0.12,0.114,0.119,0.129,0.129,0.144,0.117,0.093,0.042,0.597,0.213,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.975971768,0.002075873,0.009847423,0.012104935,0.002555853,0.374296168,0.002036898,0.000156,0.003982978,0.557798594,0.053880485,0.00442409,0.000869,34650,LAB,0.624,0.155786436,0.538066378,0.151803752,-2.886E-05,0.022510823,-2.886E-05,-2.886E-05,-2.886E-05,-2.886E-05,-2.886E-05,-2.886E-05,-2.886E-05,-2.886E-05,-2.886E-05,0.095988456,0.035844156,35250,LAB,0.634,0.159432624,0.529446809,0.030411348,0.021390071,0.153758865,0.004680851,0,0,0,0,0,0,0,0,0.100879433,37204,CON,0.651,0.251424578,0.624260832,0.015966025,0,0.033195355,0,0,0,0,0,0,0,0,0,0.075153209,35390,LAB,0.615,0.276829613,0.497372139,0.041254592,0.01754733,0.0845154,0,0,0,0,0,0,0,0,0,0.082480927,583,0.041001855,0.02200108,0.022521223,0.028311836,0.028332116
Old Bexley and Sidcup,LND,LND,ENG,0.117,0.113,0.118,0.135,0.126,0.139,0.103,0.082,0.063,0.631,0.099,0.064991501,0.151697099,0.16262269,0.218881943,0.04859626,0.069364479,0.07780885,0.093943631,0.112093546,0.814898646,0.046707401,0.086089245,0.052304708,0.007169538,0.496705135,0.028410548,0.001170764,0.030629425,0.362791994,0.059240676,0.003556894,0.010325026,45492,CON,0.692,0.541303966,0.192737185,0.153785281,0.00815528,0.033676251,0.023476655,-2.19819E-05,-2.19819E-05,-2.19819E-05,-2.19819E-05,-2.19819E-05,-2.19819E-05,-2.19819E-05,-2.19819E-05,-2.19819E-05,0.046865383,46748,CON,0.708,0.527979807,0.189933259,0.03516728,0.028578763,0.182424917,0.035915975,0,0,0,0,0,0,0,0,0,48042,CON,0.728,0.614982723,0.293056076,0.032721369,0.017068398,0.033699679,0.008471754,0,0,0,0,0,0,0,0,0,46145,CON,0.698,0.645487052,0.234781666,0.082825875,0.032007801,0,0.004897605,0,0,0,0,0,0,0,0,0,853,0.022903028,0.009074181,0.009059108,0.012581455,0.012130183
Oldham East and Saddleworth,GTM,NW,ENG,0.139,0.132,0.121,0.133,0.119,0.133,0.098,0.08,0.041,0.599,0.38,0.074660203,0.091079745,0.113320977,0.174258626,0.052573425,0.127031651,0.145993727,0.116730824,0.104350822,0.72475738,0.029758945,0.206056756,0.039426919,0.001988822,0.472013774,0.002228217,0.000773,0.208411981,0.26535122,0.046184868,0.00258731,0.00046,44520,LAB,0.614,0.264442947,0.318643306,0.316329739,-2.24618E-05,0.038634322,0.004761905,-2.24618E-05,-2.24618E-05,-2.24618E-05,-2.24618E-05,-2.24618E-05,-2.24618E-05,-2.24618E-05,-2.24618E-05,-2.24618E-05,0.057187781,44483,LAB,0.622,0.259132702,0.394060652,0.128543489,0.025897534,0.192365623,0,0,0,0,0,0,0,0,0,0,47037,CON,0.652,0.370920765,0.544868933,0.035780343,0,0.048429959,0,0,0,0,0,0,0,0,0,0,46164,LAB,0.64,0.402673079,0.435144268,0.052486786,0.016852959,0.064552465,0.028290443,0,0,0,0,0,0,0,0,0,571,0.045951042,0.028220095,0.027637375,0.04668241,0.046088215
Oldham West and Royton,GTM,NW,ENG,0.146,0.142,0.132,0.142,0.125,0.118,0.094,0.069,0.038,0.621,0.436,0.091083976,0.065242636,0.115681927,0.149992375,0.057043319,0.151822266,0.162355867,0.11786372,0.088913913,0.594044027,0.038608488,0.327507097,0.039840388,0.001785332,0.398039706,0.008328572,0.000491,0.321252589,0.220033207,0.047025637,0.002401271,0.000643,42910,LAB,0.593,0.236564903,0.454509438,0.190934514,-2.33046E-05,0.032323468,0.014611979,-2.33046E-05,-2.33046E-05,-2.33046E-05,-2.33046E-05,-2.33046E-05,-2.33046E-05,-2.33046E-05,-2.33046E-05,-2.33046E-05,0.071055698,43137,LAB,0.602,0.189790667,0.547789601,0.036836127,0.01944966,0.206133945,0,0,0,0,0,0,0,0,0,0,45788,CON,0.632,0.27622958,0.651830174,0.020878833,0.009587665,0.041473749,0,0,0,0,0,0,0,0,0,0,44434,LAB,0.609,0.302741144,0.553157492,0.033397848,0.015326102,0.074627537,0.020749876,0,0,0,0,0,0,0,0,0,588,0.051588174,0.032155032,0.029572338,0.049915562,0.050692691
Orkney and Shetland,SCT,SCT,SCT,0.1,0.107,0.101,0.116,0.122,0.154,0.133,0.106,0.057,0.403,0.136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19346,LIB,0.585,0.105034632,0.10653365,0.61971467,-5.16903E-05,0.063165512,-5.16903E-05,-5.16903E-05,-5.16903E-05,-5.16903E-05,-5.16903E-05,-5.16903E-05,-5.16903E-05,0.105551535,-5.16903E-05,-5.16903E-05,-5.16903E-05,22728,LIB,0.658,0.089097149,0.071453713,0.413894755,0,0.047606477,0,0,0,0,0,0,0,0.377947906,0,0,23277,CON,0.681,0.086952786,0.114447738,0.485973278,0,0.012157924,0.010525411,0,0,0,0,0,0,0.289942862,0,0,23160,LIB,0.677,0.098747841,0.066925734,0.448229706,0,0.038860104,0.007253886,0,0,0,0,0,0,0.339982729,0,0,671,0.014001037,0.00564568,0.009298303,0.015245459,0.013932453
Orpington,LND,LND,ENG,0.126,0.12,0.087,0.115,0.138,0.146,0.108,0.096,0.061,0.575,0.101,0.05511242,0.191675589,0.145717345,0.231838865,0.041742505,0.064039079,0.065297109,0.090042827,0.114534261,0.803561617,0.050159982,0.095870636,0.050407765,0.006313022,0.502962596,0.040560631,0.002251573,0.021492286,0.359562182,0.059305783,0.004147634,0.003404292,48911,CON,0.722,0.597002719,0.089959314,0.245343583,0.010447548,0.027805606,0.004068614,-2.04453E-05,-2.04453E-05,-2.04453E-05,-2.04453E-05,-2.04453E-05,-2.04453E-05,-2.04453E-05,-2.04453E-05,-2.04453E-05,0.025372616,49032,CON,0.72,0.574155653,0.155918584,0.067914831,0.03532387,0.166687062,0,0,0,0,0,0,0,0,0,0,50461,CON,0.743,0.629436595,0.243772418,0.065694299,0.021006322,0.040090367,0,0,0,0,0,0,0,0,0,0,48721,CON,0.707,0.633853985,0.174544857,0.155005029,0.036596129,0,0,0,0,0,0,0,0,0,0,0,802,0.023232136,0.008106373,0.009311778,0.016861411,0.016399201
Oxford East,OXF,SE,ENG,0.115,0.133,0.289,0.111,0.097,0.098,0.072,0.051,0.034,0.323,0.178,0.268306065,0.15397692,0.073772925,0.157925508,0.040286385,0.062619739,0.098633735,0.086347242,0.058131482,0.688721873,0.052533889,0.164934808,0.09380943,0.007241912,0.383631149,0.016431228,0.004997832,0.097674525,0.378983242,0.098077698,0.009014355,0.003948059,51651,LAB,0.631,0.18832162,0.424735242,0.336043833,0.023968558,0.023271573,0.003659174,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,-1.93607E-05,50689,LAB,0.642,0.198780801,0.500226874,0.107577581,0.116198781,0.068081832,0.009134132,0,0,0,0,0,0,0,0,0,53896,CON,0.688,0.219571026,0.651588244,0.090990055,0.033119341,0,0.004731334,0,0,0,0,0,0,0,0,0,49359,LAB,0.63,0.208735995,0.570007496,0.139467979,0.048461274,0.02321765,0.010109605,0,0,0,0,0,0,0,0,0,677,0.027661525,0.008563314,0.010819516,0.021062933,0.020247443
Oxford West and Abingdon,OXF,SE,ENG,0.105,0.122,0.143,0.124,0.122,0.131,0.107,0.089,0.062,0.381,0.088,0.113397348,0.227497296,0.103784001,0.216947149,0.04348311,0.048267479,0.080029442,0.080943937,0.085650239,0.849565877,0.0175778,0.074856064,0.058000259,0.006349794,0.458860554,0.010996436,0.005924006,0.028564817,0.40448003,0.076401166,0.005961031,0.002462165,56480,CON,0.653,0.423264873,0.106214589,0.420148725,0.020963173,0.026876771,0.00253187,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,-1.77054E-05,57247,CON,0.752,0.4568449,0.127063427,0.28946495,0.043618006,0.069226335,0.013782382,0,0,0,0,0,0,0,0,0,60020,CON,0.794,0.423858714,0.126174608,0.437454182,0,0.012512496,0,0,0,0,0,0,0,0,0,0,58824,LIB,0.764,0.380745954,0.072385421,0.532775738,0,0.014092887,0,0,0,0,0,0,0,0,0,0,679,0.01540211,0.005571944,0.006675838,0.011770891,0.011420393
Paisley and Renfrewshire North,SCT,SCT,SCT,0.111,0.108,0.117,0.136,0.122,0.146,0.122,0.088,0.047,0.36,0.185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43707,LAB,0.686,0.145994921,0.540256709,0.10517766,-2.28796E-05,-2.28796E-05,0.01791475,-2.28796E-05,-2.28796E-05,-2.28796E-05,-2.28796E-05,-2.28796E-05,-2.28796E-05,0.190655959,-2.28796E-05,-2.28796E-05,-2.28796E-05,50462,SNP,0.762,0.122527843,0.327474139,0.020906821,0,0,0.007827672,0,0,0,0,0,0,0.50733225,0.013931275,0,46615,CON,0.691,0.275490722,0.318395366,0.031663628,0,0,0,0,0,0,0,0,0,0.374450284,0,0,49682,SNP,0.69,0.225775935,0.23048589,0.07368866,0,0,0,0,0,0,0,0,0,0.470049515,0,0,731,0.038603039,0.02163082,0.020505328,0.027205944,0.025382082
Paisley and Renfrewshire South,SCT,SCT,SCT,0.096,0.103,0.134,0.131,0.117,0.162,0.121,0.084,0.052,0.341,0.219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39998,LAB,0.654,0.099479974,0.596079804,0.095304765,-2.50013E-05,-2.50013E-05,0.028426421,-2.50013E-05,-2.50013E-05,-2.50013E-05,-2.50013E-05,-2.50013E-05,-2.50013E-05,0.180709035,-2.50013E-05,-2.50013E-05,-2.50013E-05,46226,SNP,0.754,0.07627742,0.386449184,0.021849176,0,0,0.006013932,0,0,0,0,0,0,0.509410289,0,0,41712,CON,0.68,0.194716149,0.345775796,0.031813387,0,0,0.021001151,0,0,0,0,0,0,0.406693517,0,0,43084,SNP,0.669,0.175726488,0.254340358,0.067728159,0,0,0,0,0,0,0,0,0,0.502204995,0,0,592,0.053097985,0.033016238,0.033900437,0.040767257,0.040444277
Pendle,LAN,NW,ENG,0.135,0.121,0.108,0.136,0.122,0.128,0.111,0.088,0.046,0.632,0.403,0.067797511,0.080200468,0.097960757,0.163112836,0.058292566,0.126462299,0.163006487,0.132750186,0.110416888,0.705706051,0.00254809,0.267058627,0.024687232,0.002328763,0.391879614,0.000731,0.000334,0.260027778,0.287450788,0.053154273,0.003728109,0.000366,45045,CON,0.678,0.388766789,0.309179709,0.201909202,-2.22E-05,0.032767233,0.003130203,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,-2.22E-05,0.064246864,44448,CON,0.688,0.471967243,0.349284557,0.033454824,0.023465623,0.121827754,0,0,0,0,0,0,0,0,0,0,44854,CON,0.69,0.490168101,0.461653364,0.020979177,0.011191867,0,0.016007491,0,0,0,0,0,0,0,0,0,44460,CON,0.681,0.541520468,0.402384166,0.034817814,0.015249663,0,0.00602789,0,0,0,0,0,0,0,0,0,512,0.033357939,0.019482049,0.020062376,0.034610943,0.031705645
Penistone and Stocksbridge,SYK,YTH,ENG,0.099,0.106,0.097,0.105,0.127,0.156,0.13,0.118,0.063,0.613,0.119,0.047268329,0.128727908,0.128768228,0.216342988,0.062280761,0.068516901,0.122599288,0.122747127,0.102748471,0.96620984,0.006504156,0.010986295,0.016299708,0.002111909,0.523494984,0.001426662,0.000595,0.005830216,0.408654332,0.052696615,0.003650906,0.001538997,46516,LAB,0.679,0.312064666,0.377612004,0.210680196,-2.1498E-05,0.041620088,0.010577006,-2.1498E-05,-2.1498E-05,-2.1498E-05,-2.1498E-05,-2.1498E-05,-2.1498E-05,-2.1498E-05,-2.1498E-05,-2.1498E-05,0.04744604,46854,LAB,0.662,0.276774662,0.420262944,0.06311094,0,0.229180006,0.010671447,0,0,0,0,0,0,0,0,0,49787,CON,0.698,0.431538353,0.45809147,0.041014723,0,0.069355454,0,0,0,0,0,0,0,0,0,0,49520,CON,0.698,0.478352181,0.332754443,0.102059774,0,0.086833603,0,0,0,0,0,0,0,0,0,0,667,0.028536933,0.015630815,0.014860808,0.017222474,0.016560799
Penrith and The Border,CMA,NW,ENG,0.09,0.101,0.087,0.092,0.115,0.167,0.151,0.124,0.07,0.553,0.151,0.039713959,0.110262344,0.097605174,0.197120076,0.065195573,0.064233739,0.133151189,0.117901252,0.174816694,0.981735701,0.001634548,0.007154109,0.009475642,0.002475599,0.588067374,0.000853,0.000486,0.003553492,0.342355254,0.057791623,0.00421681,0.000201,45087,CON,0.699,0.533878945,0.129394282,0.28456096,-2.21793E-05,0.027923792,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,-2.21793E-05,0.024242021,43921,CON,0.674,0.596571116,0.143621502,0.085266729,0.052662735,0.121877917,0,0,0,0,0,0,0,0,0,0,46470,CON,0.713,0.604217775,0.261846352,0.078351625,0.022143318,0.024574995,0.008865935,0,0,0,0,0,0,0,0,0,47824,CON,0.708,0.603776347,0.216543995,0.112161258,0.045144697,0,0.022373704,0,0,0,0,0,0,0,0,0,620,0.014031163,0.007295231,0.008106878,0.014354466,0.013687785
Perth and North Perthshire,SCT,SCT,SCT,0.096,0.096,0.111,0.122,0.117,0.15,0.133,0.107,0.068,0.401,0.207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48268,SNP,0.669,0.305357587,0.164146018,0.123352946,-2.07177E-05,-2.07177E-05,0.01106323,-2.07177E-05,-2.07177E-05,-2.07177E-05,-2.07177E-05,-2.07177E-05,-2.07177E-05,0.396080219,-2.07177E-05,-2.07177E-05,-2.07177E-05,54200,SNP,0.748,0.327269373,0.081420664,0.03798893,0,0.020479705,0.006549815,0,0,0,0,0,0,0.505147601,0.021143911,0,51525,CON,0.718,0.422765648,0.103813683,0.050247453,0,0,0,0,0,0,0,0,0,0.423173217,0,0,54076,SNP,0.745,0.366373252,0.045694948,0.06990162,0,0.012038612,0,0,0,0,0,0,0,0.505991567,0,0,642,0.024237185,0.013158756,0.014841596,0.023710043,0.022652907
Peterborough,CAM,E,ENG,0.153,0.123,0.113,0.155,0.13,0.122,0.092,0.067,0.043,0.621,0.31,0.063611384,0.080883219,0.112973503,0.151766438,0.058694799,0.108783121,0.204622179,0.126692836,0.091972522,0.696493248,0.037095778,0.196946937,0.069464037,0.002447598,0.447582521,0.016729064,0.000755,0.177469901,0.284233963,0.059664961,0.004399576,0.00671755,44927,CON,0.639,0.403610301,0.295412558,0.196229439,0.011641107,0.066930799,0.026175796,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,-2.22583E-05,47075,CON,0.649,0.396898566,0.356006373,0.037684546,0.025873606,0.159001593,0.024535316,0,0,0,0,0,0,0,0,0,47738,CON,0.667,0.468033851,0.480749089,0.033453433,0.017763626,0,0,0,0,0,0,0,0,0,0,0,47801,CON,0.659,0.467228719,0.413254953,0.04882743,0.015229807,0.044496977,0.010962114,0,0,0,0,0,0,0,0,0,548,0.051114024,0.021905374,0.015365816,0.039287995,0.038024003
Plymouth Moor View,DEV,SW,ENG,0.129,0.119,0.109,0.13,0.111,0.133,0.117,0.095,0.054,0.664,0.229,0.059395501,0.072854837,0.128345309,0.170389462,0.069236176,0.0921587,0.165742476,0.158635322,0.083242216,0.960908328,0.007174323,0.014726243,0.017191106,0.002769008,0.440534502,0.002601189,0.00065,0.006817634,0.489453645,0.052600665,0.004363285,0.00021,41526,LAB,0.61,0.333405577,0.371646679,0.16895439,0.009584357,0.07677118,0.00500891,-2.40813E-05,-2.40813E-05,-2.40813E-05,-2.40813E-05,-2.40813E-05,-2.40813E-05,-2.40813E-05,-2.40813E-05,-2.40813E-05,0.034628907,42606,CON,0.624,0.37600338,0.351922264,0.029690654,0.024010703,0.214805426,0.003567573,0,0,0,0,0,0,0,0,0,45417,CON,0.655,0.518902614,0.408393333,0.020190677,0.011801748,0.040711628,0,0,0,0,0,0,0,0,0,0,44239,CON,0.637,0.606501051,0.314970953,0.05201293,0.026515066,0,0,0,0,0,0,0,0,0,0,0,532,0.03746153,0.019287576,0.02012403,0.031203486,0.030055772
