SEAT,COUNTY,REGION,COUNTRY,AGE_UNDR_10,AGE_10_19,AGE_20_29,AGE_30_39,AGE_40_49,AGE_50_59,AGE_60_69,AGE_70_79,AGE_OVR_80,LEAVE,CHILDPOVERTY_2022,STUDENT,A,C3,B,C5,E,D7,D6,C4,WHITE,BLACK,ASIAN,OTHR_ETH,BUDDHIST,CHRISTIAN,HINDU,JEWISH,MUSLIM,ATHEIST,NOREPLY,OTHER_RLG,SIKH,TOT_2010,WIN_2010,TURNOUT_2010,CON_2010_PCT,LAB_2010_PCT,LIB_2010_PCT,GRN_2010_PCT,UKIP_2010_PCT,OTH_2010_PCT,DUP_2010_PCT,SF_2010_PCT,APNI_2010_PCT,SDLP_2010_PCT,UUP_2010_PCT,GRNIR_2010_PCT,SNP_2010_PCT,GRNSC_2010_PCT,PC_2010_PCT,BNP_2010_PCT,TOT_2015,WIN_2015,TURNOUT_2015,CON_2015_PCT,LAB_2015_PCT,LIB_2015_PCT,GRN_2015_PCT,UKIP_2015_PCT,OTH_2015_PCT,DUP_2015_PCT,SF_2015_PCT,APNI_2015_PCT,SDLP_2015_PCT,UUP_2015_PCT,GRNIR_2015_PCT,SNP_2015_PCT,GRNSC_2015_PCT,PC_2015_PCT,TOT_2017,WIN_2017,TURNOUT_2017,CON_2017_PCT,LAB_2017_PCT,LIB_2017_PCT,GRN_2017_PCT,UKIP_2017_PCT,OTH_2017_PCT,DUP_2017_PCT,SF_2017_PCT,APNI_2017_PCT,SDLP_2017_PCT,UUP_2017_PCT,GRNIR_2017_PCT,SNP_2017_PCT,GRNSC_2017_PCT,PC_2017_PCT,TOT_2019,WIN_2019,TURNOUT_2019,CON_2019_PCT,LAB_2019_PCT,LIB_2019_PCT,GRN_2019_PCT,BRX_2019_PCT,OTH_2019_PCT,DUP_2019_PCT,SF_2019_PCT,APNI_2019_PCT,SDLP_2019_PCT,UUP_2019_PCT,GRNIR_2019_PCT,SNP_2019_PCT,GRNSC_2019_PCT,PC_2019_PCT,MEDWAGE,UE_MAY_2010,UE_MAY_2015,UE_MAY_2017,UE_NOV_2019,UE_AUG_2023
North Durham,DUR,NE,ENG,0.107,0.109,0.112,0.117,0.12,0.152,0.126,0.104,0.055,0.601,0.247,0.052531226,0.089864043,0.126961976,0.180957776,0.067688184,0.110133193,0.149510888,0.142947939,0.079404775,0.975587973,0.002438913,0.011175487,0.010797627,0.00226721,0.525179774,0.001202308,0.000286,0.005084047,0.415059772,0.043970137,0.004408464,0.002542024,40967,LAB,0.582,0.210462079,0.505235922,0.21034003,-2.44099E-05,0.032806893,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,-2.44099E-05,0.041155076,40146,LAB,0.614,0.209311015,0.549170528,0.050963981,0.031036716,0.15951776,0,0,0,0,0,0,0,0,0,0,43284,CON,0.646,0.299833657,0.598766288,0.045767489,0,0.055632566,0,0,0,0,0,0,0,0,0,0,42195,LAB,0.632,0.329351819,0.441734803,0.068230833,0.026685626,0.111221709,0.02277521,0,0,0,0,0,0,0,0,0,593,0.042166073,0.023190366,0.026428874,0.041296947,0.040329631
North East Bedfordshire,BDF,E,ENG,0.131,0.117,0.094,0.129,0.139,0.145,0.112,0.089,0.046,0.532,0.1,0.047197818,0.168915859,0.133431956,0.240417031,0.053024585,0.049150137,0.092554016,0.097314052,0.117994546,0.896914123,0.022455948,0.040020341,0.040609588,0.003495205,0.471077782,0.009484679,0.001880792,0.013972749,0.431484292,0.054203933,0.005109619,0.00929095,55552,CON,0.712,0.557837702,0.161236319,0.216859879,-1.80012E-05,0.041294643,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,-1.80012E-05,0.022771457,58672,CON,0.702,0.594678893,0.15760499,0.058256068,0.043240387,0.146219662,0,0,0,0,0,0,0,0,0,0,64220,CON,0.734,0.609451884,0.284599813,0.05750545,0.01891934,0.029523513,0,0,0,0,0,0,0,0,0,0,65018,CON,0.717,0.591267034,0.217785844,0.123027469,0.029084254,0,0.038835399,0,0,0,0,0,0,0,0,0,770,0.023525221,0.010374756,0.009531228,0.016726981,0.016423106
North East Cambridgeshire,CAM,E,ENG,0.116,0.104,0.105,0.123,0.117,0.144,0.123,0.106,0.062,0.694,0.185,0.039475664,0.084026197,0.115688969,0.17122168,0.071188583,0.082571936,0.181772594,0.136610268,0.117444111,0.958408845,0.007886266,0.012586579,0.021118311,0.002449459,0.511539766,0.00205225,0.00105095,0.006454656,0.407834959,0.062155028,0.005238202,0.00122473,52064,CON,0.711,0.515941918,0.178126921,0.200464813,-1.92071E-05,0.053607099,0.018304395,-1.92071E-05,-1.92071E-05,-1.92071E-05,-1.92071E-05,-1.92071E-05,-1.92071E-05,-1.92071E-05,-1.92071E-05,-1.92071E-05,0.033554856,51780,CON,0.624,0.550869061,0.14438007,0.044689069,0.035071456,0.224990344,0,0,0,0,0,0,0,0,0,0,53284,CON,0.631,0.644471136,0.245289393,0.044722618,0.019217776,0.04080024,0.005498836,0,0,0,0,0,0,0,0,0,52964,CON,0.633,0.725455026,0.159164716,0.08114946,0.034230798,0,0,0,0,0,0,0,0,0,0,0,579,0.033964206,0.011483875,0.010586833,0.023525783,0.02213779
North East Derbyshire,DBY,EM,ENG,0.099,0.104,0.101,0.108,0.12,0.15,0.134,0.121,0.063,0.621,0.224,0.043260909,0.1154184,0.124886971,0.201539773,0.062779342,0.074521404,0.138256646,0.132611672,0.106724882,0.972771636,0.003886682,0.009619537,0.013722145,0.002116059,0.508350877,0.001187584,0.000594,0.00380027,0.423892038,0.054834008,0.003757085,0.001468286,47034,LAB,0.659,0.329612621,0.381596292,0.232746524,-2.12612E-05,0.056044564,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,-2.12612E-05,47948,LAB,0.671,0.367168599,0.40644031,0.041795278,0.022086427,0.159151581,0.003357804,0,0,0,0,0,0,0,0,0,50380,CON,0.699,0.491921397,0.435152838,0.027590314,0.014271536,0.031063914,0,0,0,0,0,0,0,0,0,0,49217,CON,0.68,0.587134527,0.325517606,0.06138123,0.025966638,0,0,0,0,0,0,0,0,0,0,0,621,0.031635681,0.014895242,0.01479425,0.020288465,0.020362241
North East Fife,SCT,SCT,SCT,0.077,0.11,0.166,0.096,0.105,0.142,0.131,0.109,0.064,0.381,0.157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40064,LIB,0.638,0.217526957,0.171450679,0.443365615,-2.49601E-05,0.025758786,-2.49601E-05,-2.49601E-05,-2.49601E-05,-2.49601E-05,-2.49601E-05,-2.49601E-05,-2.49601E-05,0.141897963,-2.49601E-05,-2.49601E-05,-2.49601E-05,45263,SNP,0.73,0.162892429,0.076795617,0.31325807,0,0,0.007180258,0,0,0,0,0,0,0.409230497,0.03064313,0,41822,CON,0.713,0.241212759,0.096265124,0.328559132,0,0,0.005356033,0,0,0,0,0,0,0.328606953,0,0,45878,LIB,0.753,0.129931558,0.037207376,0.430772919,0,0,0,0,0,0,0,0,0,0.402088147,0,0,611,0.019014201,0.012941858,0.012858948,0.018830507,0.017980584
North East Hampshire,HAM,SE,ENG,0.121,0.122,0.084,0.114,0.149,0.153,0.108,0.096,0.057,0.459,0.073,0.049067392,0.228172743,0.124871122,0.255272284,0.041381573,0.041182398,0.061603712,0.08330209,0.115146687,0.932176984,0.007978623,0.030923065,0.028921328,0.004966575,0.502747668,0.009952034,0.00118027,0.007213808,0.411177626,0.056039204,0.003814632,0.002908184,52939,CON,0.733,0.60588602,0.097716239,0.254594911,-1.88897E-05,0.04180283,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,-1.88897E-05,54000,CON,0.702,0.658759259,0.097962963,0.104759259,0.043777778,0.08762963,0.007111111,0,0,0,0,0,0,0,0,0,57627,CON,0.773,0.65514429,0.173217415,0.12124525,0.025612994,0.018411508,0.006368543,0,0,0,0,0,0,0,0,0,59270,CON,0.751,0.595242112,0.097182386,0.254243293,0.029593386,0,0.023738822,0,0,0,0,0,0,0,0,0,799,0.013230719,0.004200146,0.004926514,0.007696313,0.006622409
North East Hertfordshire,HRT,E,ENG,0.119,0.115,0.092,0.118,0.138,0.149,0.111,0.095,0.06,0.513,0.1,0.046728972,0.181673125,0.121747268,0.228989958,0.050004199,0.053795304,0.092546159,0.10275575,0.121759265,0.91015663,0.016820702,0.036521062,0.036501605,0.004290426,0.466498682,0.00765661,0.003045132,0.008259799,0.434743693,0.058353683,0.004669851,0.012482123,50425,CON,0.698,0.535349529,0.16442241,0.234030739,0.017352504,0.041150223,0.007694596,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,-1.98314E-05,52287,CON,0.707,0.553655784,0.188746725,0.075582841,0.053340218,0.128674432,0,0,0,0,0,0,0,0,0,0,55580,CON,0.732,0.586308024,0.283411299,0.076934149,0.053346528,0,0,0,0,0,0,0,0,0,0,0,55327,CON,0.727,0.565600882,0.236846386,0.154770727,0.042782005,0,0,0,0,0,0,0,0,0,0,0,794,0.022802452,0.010931417,0.010496621,0.015453844,0.015092542
North East Somerset,AVN,SW,ENG,0.117,0.118,0.113,0.115,0.119,0.14,0.115,0.103,0.063,0.521,0.113,0.066470105,0.151053718,0.120972357,0.21787216,0.054900351,0.046428305,0.108967182,0.11018636,0.123149461,0.96177541,0.004666246,0.013043125,0.020515219,0.003100665,0.456641522,0.001687575,0.001108106,0.004127442,0.462914015,0.065378281,0.004595084,0.000447,51203,CON,0.687,0.412671133,0.316700193,0.223287698,0.013085171,0.034255805,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,-1.95301E-05,51110,CON,0.737,0.497730385,0.248288006,0.078829975,0.054822931,0.120328703,0,0,0,0,0,0,0,0,0,0,54043,CON,0.757,0.536461706,0.347075477,0.082545381,0.023037211,0,0.010880225,0,0,0,0,0,0,0,0,0,56308,CON,0.764,0.50365845,0.242079278,0.220608084,0.02527172,0,0.008382468,0,0,0,0,0,0,0,0,0,596,0.018035014,0.008471767,0.013726787,0.016530673,0.01683027
North Herefordshire,HWR,WM,ENG,0.095,0.101,0.086,0.1,0.112,0.153,0.15,0.133,0.073,0.582,0.164,0.041648037,0.132716131,0.106572684,0.215946451,0.052102785,0.058296731,0.104994608,0.11719839,0.170524184,0.976601783,0.001899569,0.008302233,0.013196415,0.003609261,0.560240021,0.001463818,0.000927,0.002782372,0.358680105,0.066799267,0.004950163,0.000548,47568,CON,0.711,0.517806088,0.070909014,0.309956273,0.032227548,0.05678187,0.012319206,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,-2.10225E-05,48023,CON,0.707,0.556316765,0.114070341,0.120109114,0.069570831,0.139932949,0,0,0,0,0,0,0,0,0,0,50177,CON,0.741,0.619746099,0.189230125,0.117065588,0.055224505,0,0.018733683,0,0,0,0,0,0,0,0,0,51033,CON,0.726,0.630141281,0.133325495,0.143083887,0.093449337,0,0,0,0,0,0,0,0,0,0,0,564,0.019234842,0.009190244,0.00942956,0.016154085,0.014794967
North Norfolk,NFK,E,ENG,0.078,0.087,0.079,0.086,0.095,0.147,0.168,0.162,0.098,0.582,0.176,0.033315407,0.102863673,0.11111858,0.195818768,0.062489917,0.069548266,0.121067491,0.14321054,0.160567357,0.981089983,0.001775369,0.005396188,0.01173846,0.003585527,0.523218332,0.000759,0.001319754,0.001705169,0.394326225,0.068685618,0.006260073,0.00014,49661,LIB,0.732,0.32073458,0.058315378,0.554841828,0.010229355,0.053965889,0.00191297,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,-2.01365E-05,49414,LIB,0.718,0.308738414,0.102056097,0.390557332,0.030112923,0.168535233,0,0,0,0,0,0,0,0,0,0,52188,CON,0.753,0.416724151,0.099256534,0.484019315,0,0,0,0,0,0,0,0,0,0,0,0,50823,CON,0.719,0.586191291,0.07663853,0.302953387,0,0.034216792,0,0,0,0,0,0,0,0,0,0,596,0.029186906,0.011126894,0.009714633,0.016820271,0.014314661
North Shropshire,SAL,WM,ENG,0.097,0.109,0.098,0.111,0.121,0.157,0.13,0.111,0.062,0.594,0.191,0.048431534,0.111810135,0.112482645,0.203423291,0.060547553,0.0649731,0.135282888,0.125021694,0.138027161,0.972456992,0.003894512,0.009904226,0.013744269,0.00231492,0.572193727,0.001334483,0.000545,0.004992964,0.35694249,0.056375108,0.003939903,0.001361718,51869,CON,0.68,0.514604099,0.181341456,0.209450732,0.015577705,0.046887351,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,-1.92793E-05,0.032138657,52573,CON,0.667,0.514351473,0.200616286,0.059878645,0.048979514,0.176174082,0,0,0,0,0,0,0,0,0,0,55599,CON,0.69,0.605082825,0.310922858,0.053022536,0.03097178,0,0,0,0,0,0,0,0,0,0,0,56513,CON,0.679,0.627183126,0.22109957,0.099853131,0.031674128,0,0.020190045,0,0,0,0,0,0,0,0,0,643,0.028164898,0.012723701,0.011343619,0.021784654,0.020699941
North Somerset,AVN,SW,ENG,0.111,0.111,0.076,0.103,0.135,0.146,0.126,0.121,0.072,0.479,0.089,0.047320619,0.187256299,0.128838837,0.246156746,0.046955436,0.043609891,0.085252506,0.101685731,0.112923936,0.961827769,0.003896708,0.012707921,0.021567601,0.003179342,0.481040265,0.00208402,0.000892,0.004720547,0.442742764,0.059825912,0.004895024,0.00062,57941,CON,0.904,0.492725359,0.111285618,0.357035605,-1.72589E-05,0.038953418,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,-1.72589E-05,58942,CON,0.735,0.535102304,0.143208578,0.127006209,0.064571952,0.130110957,0,0,0,0,0,0,0,0,0,0,61994,CON,0.77,0.542068587,0.26618705,0.096493209,0.031874052,0,0.063377101,0,0,0,0,0,0,0,0,0,62055,CON,0.774,0.528579486,0.245991459,0.178083958,0.047345097,0,0,0,0,0,0,0,0,0,0,0,718,0.014796897,0.004311153,0.005552414,0.011456094,0.011043261
North Swindon,WIL,SW,ENG,0.134,0.117,0.104,0.132,0.145,0.144,0.103,0.079,0.046,0.574,0.163,0.049431824,0.122989113,0.137273791,0.195168692,0.066337259,0.064835245,0.139014057,0.13355501,0.091395009,0.865639875,0.025210569,0.071432696,0.03771686,0.005865417,0.459045199,0.016226829,0.00066,0.019262657,0.431533011,0.055725588,0.005848918,0.005832419,50295,CON,0.642,0.445531365,0.305159559,0.172343175,0.009682871,0.036623919,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,-1.98827E-05,0.030659111,52242,CON,0.645,0.503330653,0.277726733,0.032617434,0.032981126,0.153344053,0,0,0,0,0,0,0,0,0,0,54911,CON,0.685,0.535976398,0.384185318,0.035730546,0.015625285,0.028482453,0,0,0,0,0,0,0,0,0,0,55115,CON,0.669,0.591200218,0.297795518,0.079978227,0.031026036,0,0,0,0,0,0,0,0,0,0,0,667,0.032076315,0.01214128,0.015615922,0.022989814,0.022961361
North Thanet,KEN,SE,ENG,0.112,0.11,0.107,0.11,0.106,0.141,0.129,0.12,0.066,0.649,0.211,0.048335869,0.091658047,0.123346517,0.198868269,0.058752662,0.088469729,0.113586857,0.144885914,0.132096136,0.943794665,0.008092602,0.020181178,0.027931555,0.004257803,0.486315641,0.004388658,0.001972883,0.010790462,0.428930919,0.056569398,0.005707268,0.001066967,43343,CON,0.632,0.526636366,0.214521376,0.193802921,-2.30718E-05,0.065039337,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,-2.30718E-05,47053,CON,0.658,0.489766859,0.178755871,0.034960576,0.036533271,0.257093065,0.002890358,0,0,0,0,0,0,0,0,0,48325,CON,0.665,0.562090016,0.339886187,0.032819452,0.017071909,0.045483704,0.002648733,0,0,0,0,0,0,0,0,0,48178,CON,0.662,0.624060775,0.267279671,0.071381128,0.037278426,0,0,0,0,0,0,0,0,0,0,0,584,0.041099619,0.024772462,0.026881243,0.042021379,0.040722473
North Tyneside,TWR,NE,ENG,0.111,0.102,0.117,0.141,0.126,0.141,0.123,0.088,0.047,0.593,0.231,0.047882718,0.099971807,0.146332112,0.191688751,0.061201015,0.106670426,0.137276572,0.138923034,0.070053566,0.946427742,0.007821717,0.026428485,0.019322056,0.002740591,0.466002731,0.004998096,0.000548,0.011092428,0.461422692,0.047147462,0.003892569,0.002155313,46405,LAB,0.597,0.183471609,0.506518694,0.228876199,-2.15494E-05,0.028143519,0.012908092,-2.15494E-05,-2.15494E-05,-2.15494E-05,-2.15494E-05,-2.15494E-05,-2.15494E-05,-2.15494E-05,-2.15494E-05,-2.15494E-05,0.040081888,46818,LAB,0.59,0.192169678,0.55942159,0.04432056,0.03080012,0.162715195,0.010572857,0,0,0,0,0,0,0,0,0,51892,CON,0.658,0.273105681,0.644723657,0.028790565,0.012892161,0.040487936,0,0,0,0,0,0,0,0,0,0,50429,LAB,0.639,0.307164528,0.496757818,0.064268576,0.027622995,0.104186083,0,0,0,0,0,0,0,0,0,0,532,0.05034492,0.026376838,0.029989628,0.042720178,0.041189149
North Warwickshire,WAR,WM,ENG,0.115,0.113,0.108,0.123,0.124,0.148,0.12,0.099,0.055,0.677,0.191,0.048418561,0.094717266,0.124343235,0.184271446,0.071580919,0.08037247,0.164087291,0.131353067,0.100855746,0.923165615,0.010921436,0.039575527,0.026337422,0.002359447,0.525932569,0.007697564,0.000384,0.007387953,0.377618346,0.050114236,0.004270493,0.024235048,47265,CON,0.674,0.401840685,0.400698191,0.115963186,-2.11573E-05,0.028245002,0.008695652,-2.11573E-05,-2.11573E-05,-2.11573E-05,-2.11573E-05,-2.11573E-05,-2.11573E-05,-2.11573E-05,-2.11573E-05,-2.11573E-05,0.044557283,47377,CON,0.675,0.423032273,0.360280305,0.020642928,0.018869916,0.174261773,0.002912806,0,0,0,0,0,0,0,0,0,47178,CON,0.653,0.569333164,0.388952478,0.021789817,0.019924541,0,0,0,0,0,0,0,0,0,0,0,45914,CON,0.653,0.658818661,0.267739687,0.045062508,0.028379144,0,0,0,0,0,0,0,0,0,0,0,648,0.03518033,0.011734168,0.01336016,0.025137995,0.02415357
North West Cambridgeshire,CAM,E,ENG,0.14,0.114,0.102,0.139,0.132,0.139,0.107,0.081,0.045,0.569,0.143,0.049609365,0.140461732,0.13409029,0.216479625,0.056121418,0.061034019,0.133000554,0.106627178,0.10257582,0.888236942,0.030801008,0.040995659,0.039966391,0.003311954,0.489398947,0.012722664,0.001064307,0.023078647,0.404870603,0.056786354,0.004915416,0.003851109,58283,CON,0.656,0.504864197,0.169466225,0.218725872,-1.71577E-05,0.082802876,0.02414083,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,-1.71577E-05,61100,CON,0.676,0.52487725,0.178837971,0.056939444,0.035335516,0.200900164,0.003109656,0,0,0,0,0,0,0,0,0,63991,CON,0.686,0.586473098,0.305058524,0.049506962,0.019612133,0.039349283,0,0,0,0,0,0,0,0,0,0,64533,CON,0.68,0.624595168,0.221963956,0.106627617,0.046813258,0,0,0,0,0,0,0,0,0,0,0,640,0.029332058,0.011885809,0.009690906,0.020805677,0.019164394
North West Durham,DUR,NE,ENG,0.108,0.109,0.1,0.118,0.121,0.153,0.13,0.105,0.056,0.549,0.228,0.047108131,0.094693404,0.115455542,0.194364563,0.067328648,0.101437875,0.141711264,0.141324392,0.096576182,0.982076486,0.001309918,0.007028829,0.009584767,0.001970244,0.576120643,0.001160846,0.000319,0.003035241,0.364388639,0.047200656,0.004281287,0.001522945,43815,LAB,0.637,0.20006847,0.423119936,0.249389478,-2.28232E-05,0.028734452,0.056419035,-2.28232E-05,-2.28232E-05,-2.28232E-05,-2.28232E-05,-2.28232E-05,-2.28232E-05,-2.28232E-05,-2.28232E-05,-2.28232E-05,0.042268629,42818,LAB,0.613,0.233967023,0.468821524,0.090943061,0.036596758,0.169671633,0,0,0,0,0,0,0,0,0,0,47902,CON,0.666,0.344787274,0.528328671,0.070936495,0.011064256,0.044883303,0,0,0,0,0,0,0,0,0,0,47663,CON,0.66,0.419402891,0.395401045,0.059396177,0.024610285,0.066991167,0.034198435,0,0,0,0,0,0,0,0,0,593,0.035779519,0.019381192,0.022203215,0.033810098,0.03314647
North West Hampshire,HAM,SE,ENG,0.123,0.114,0.096,0.118,0.133,0.153,0.112,0.096,0.053,0.545,0.121,0.04269158,0.17000301,0.12999914,0.224972048,0.056570913,0.050872968,0.109637052,0.106175282,0.109078008,0.939483633,0.011935633,0.025163493,0.023417241,0.004601294,0.498947901,0.006548331,0.000742,0.006565793,0.418656632,0.057494347,0.004880689,0.001562868,53292,CON,0.695,0.583051865,0.130976507,0.234350372,-1.87645E-05,0.051621256,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,-1.87645E-05,55195,CON,0.697,0.580704774,0.133019295,0.093323671,0.046036779,0.146915481,0,0,0,0,0,0,0,0,0,0,58772,CON,0.722,0.620550602,0.234669571,0.097121078,0.022697883,0.024960866,0,0,0,0,0,0,0,0,0,0,58918,CON,0.709,0.621049594,0.158304763,0.174530704,0.046114939,0,0,0,0,0,0,0,0,0,0,0,730,0.018461538,0.005537322,0.006791745,0.014267578,0.014464059
North West Leicestershire,LEI,EM,ENG,0.111,0.111,0.11,0.125,0.132,0.152,0.116,0.097,0.048,0.607,0.184,0.055023618,0.129661223,0.116082309,0.206840523,0.070575537,0.059074081,0.15047062,0.11162564,0.100646449,0.959334142,0.006131395,0.01473636,0.019798103,0.002110672,0.491175291,0.004565163,0.00043,0.004001681,0.439201192,0.051210055,0.004402804,0.002903368,51952,CON,0.729,0.445545889,0.300970126,0.166288112,-1.92485E-05,0.021827841,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,-1.92485E-05,0.065368032,51548,CON,0.714,0.494781563,0.274152246,0.03943897,0.022774889,0.168852332,0,0,0,0,0,0,0,0,0,0,53541,CON,0.71,0.581853159,0.333706879,0.063876282,0.02056368,0,0,0,0,0,0,0,0,0,0,0,53821,CON,0.682,0.628212036,0.24917783,0.067148511,0.046041508,0,0.009420115,0,0,0,0,0,0,0,0,0,717,0.025394854,0.012491738,0.008177419,0.015523426,0.015601748
North West Norfolk,NFK,E,ENG,0.107,0.105,0.09,0.114,0.11,0.14,0.136,0.129,0.073,0.661,0.178,0.037842493,0.088650891,0.11241161,0.18389996,0.0708819,0.077346659,0.161267238,0.146481982,0.121217267,0.949149279,0.005958594,0.024797073,0.020095054,0.003151569,0.532108511,0.003769723,0.000902,0.006130866,0.384896789,0.06332526,0.004803356,0.000912,47800,CON,0.654,0.542175732,0.13290795,0.232343096,0.015585774,0.038514644,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,-2.09205E-05,0.038472803,47371,CON,0.637,0.521986025,0.227544278,0.035316966,0.037575732,0.177576999,0,0,0,0,0,0,0,0,0,0,48811,CON,0.677,0.602487144,0.320009834,0.028538649,0.017434595,0.031529778,0,0,0,0,0,0,0,0,0,0,46602,CON,0.647,0.657203553,0.229711171,0.077786361,0.035298914,0,0,0,0,0,0,0,0,0,0,0,601,0.033212138,0.013657788,0.010530092,0.023469201,0.021275818
North Wiltshire,WIL,SW,ENG,0.113,0.118,0.086,0.111,0.132,0.16,0.122,0.104,0.054,0.503,0.112,0.048232569,0.171867382,0.130363237,0.229851292,0.054229644,0.049549,0.093893223,0.097306192,0.12470746,0.942856857,0.012085469,0.022618952,0.022438722,0.005166199,0.505706848,0.007098518,0.000981,0.005336404,0.409060873,0.059401282,0.006107329,0.00114137,48699,CON,0.734,0.515698474,0.066510606,0.362040288,0.012300047,0.039179449,0.004271135,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,-2.05343E-05,50556,CON,0.745,0.572394968,0.097515626,0.156104122,0.046483108,0.114981407,0.012520769,0,0,0,0,0,0,0,0,0,53706,CON,0.752,0.603247309,0.175008379,0.177280006,0.021245298,0.016217927,0.00700108,0,0,0,0,0,0,0,0,0,54758,CON,0.747,0.591201286,0.104076117,0.269312247,0.035410351,0,0,0,0,0,0,0,0,0,0,0,708,0.020499268,0.007819522,0.008133675,0.01382221,0.013101205
Northampton North,NTH,EM,ENG,0.138,0.124,0.118,0.133,0.131,0.128,0.104,0.082,0.044,0.606,0.26,0.076766459,0.088446856,0.120621526,0.175581006,0.055267564,0.075373384,0.184086799,0.11817025,0.105686156,0.805465841,0.074315697,0.068585899,0.051632563,0.003272567,0.490069636,0.014946512,0.00088,0.050537023,0.363254971,0.067296859,0.006105216,0.003637378,40271,CON,0.651,0.341064289,0.292989993,0.279357354,0.011000472,0.030741725,0.012167565,-2.48318E-05,-2.48318E-05,-2.48318E-05,-2.48318E-05,-2.48318E-05,-2.48318E-05,-2.48318E-05,-2.48318E-05,-2.48318E-05,0.032678602,39411,CON,0.666,0.423714191,0.341376773,0.035548451,0.038136561,0.161224024,0,0,0,0,0,0,0,0,0,0,40378,CON,0.686,0.472163059,0.452176928,0.025137451,0.015751152,0.03477141,0,0,0,0,0,0,0,0,0,0,39539,CON,0.673,0.531905208,0.392625003,0.051367005,0.024102785,0,0,0,0,0,0,0,0,0,0,0,568,0.043044591,0.021641311,0.019278201,0.029975862,0.030724323
